Gradient Profiler Text Data File: hct116_polysome_rich.csv
Version: 1.88
Date: 2017-02-13
Time: 16:51:40

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
69.67, 0.066843, , 
69.71, 0.066674, , 
69.74, 0.066630, , 
69.78, 0.066480, , 
69.82, 0.066297, , 
69.85, 0.066115, , 
69.89, 0.065774, , 
69.93, 0.065560, , 
69.96, 0.065272, , 
70.00, 0.065066, , 
70.04, 0.064666, , 
70.07, 0.064333, , 
70.11, 0.064101, , 
70.15, 0.063801, , 
70.18, 0.063449, , 
70.22, 0.063030, , 
70.26, 0.062630, , 
70.29, 0.062352, , 
70.33, 0.061904, , 
70.37, 0.061581, , 
70.40, 0.061216, , 
70.44, 0.060996, , 
70.48, 0.060602, , 
70.51, 0.060263, , 
70.55, 0.060003, , 
70.59, 0.059682, , 
70.62, 0.059385, , 
70.66, 0.059091, , 
70.70, 0.058784, , 
70.73, 0.058641, , 
70.77, 0.058417, , 
70.81, 0.058219, , 
70.84, 0.058072, , 
70.88, 0.057914, , 
70.92, 0.057646, , 
70.95, 0.057489, , 
70.99, 0.057335, , 
71.03, 0.057121, , 
71.06, 0.057014, , 
71.10, 0.056801, , 
71.14, 0.056647, , 
71.17, 0.056520, , 
71.21, 0.056223, , 
71.25, 0.056131, , 
71.28, 0.056026, , 
71.32, 0.055927, , 
71.36, 0.055689, , 
71.39, 0.055562, , 
71.43, 0.055586, , 
71.47, 0.055487, , 
71.50, 0.055402, , 
71.54, 0.055184, , 
71.58, 0.055067, , 
71.61, 0.055043, , 
71.65, 0.055011, , 
71.69, 0.054918, , 
71.72, 0.054686, , 
71.76, 0.054613, , 
71.80, 0.054575, , 
71.83, 0.054535, , 
71.87, 0.054569, , 
71.91, 0.054508, , 
71.94, 0.054549, , 
71.98, 0.054539, , 
72.02, 0.054541, , 
72.05, 0.054589, , 
72.09, 0.054541, , 
72.13, 0.054571, , 
72.16, 0.054403, , 
72.20, 0.054248, , 
72.24, 0.054087, , 
72.27, 0.053986, , 
72.31, 0.053992, , 
72.35, 0.053935, , 
72.38, 0.053998, , 
72.42, 0.054012, , 
72.46, 0.054014, , 
72.49, 0.054036, , 
72.53, 0.053951, , 
72.57, 0.053990, , 
72.60, 0.054026, , 
72.64, 0.054038, , 
72.68, 0.054018, , 
72.71, 0.053994, , 
72.75, 0.054056, , 
72.79, 0.054022, , 
72.82, 0.054046, , 
72.86, 0.054026, , 
72.90, 0.053994, , 
72.93, 0.053990, , 
72.97, 0.053828, , 
73.01, 0.053677, , 
73.04, 0.053526, , 
73.08, 0.053546, , 
73.12, 0.053528, , 
73.15, 0.053497, , 
73.19, 0.053584, , 
73.23, 0.053511, , 
73.26, 0.053550, , 
73.30, 0.053544, , 
73.34, 0.053550, , 
73.37, 0.053562, , 
73.41, 0.053532, , 
73.45, 0.053586, , 
73.48, 0.053556, , 
73.52, 0.053546, , 
73.56, 0.053580, , 
73.59, 0.053522, , 
73.63, 0.053542, , 
73.67, 0.053503, , 
73.70, 0.053528, , 
73.74, 0.053467, , 
73.78, 0.053233, , 
73.81, 0.053104, , 
73.85, 0.053035, , 
73.89, 0.053063, , 
73.92, 0.053019, , 
73.96, 0.052999, , 
74.00, 0.052965, , 
74.03, 0.052928, , 
74.07, 0.052963, , 
74.11, 0.052930, , 
74.14, 0.052948, , 
74.18, 0.052955, , 
74.22, 0.052948, , 
74.25, 0.052971, , 
74.29, 0.052793, , 
74.33, 0.052628, , 
74.36, 0.052509, , 
74.40, 0.052480, , 
74.44, 0.052466, , 
74.47, 0.052416, , 
74.51, 0.052498, , 
74.55, 0.052498, , 
74.58, 0.052503, , 
74.62, 0.052519, , 
74.66, 0.052476, , 
74.69, 0.052527, , 
74.73, 0.052527, , 
74.77, 0.052525, , 
74.80, 0.052499, , 
74.84, 0.052531, , 
74.88, 0.052553, , 
74.91, 0.052517, , 
74.95, 0.052551, , 
74.99, 0.052509, , 
75.02, 0.052503, , 
75.06, 0.052484, , 
75.10, 0.052484, , 
75.13, 0.052531, , 
75.17, 0.052478, , 
75.21, 0.052519, , 
75.24, 0.052539, , 
75.28, 0.052533, , 
75.32, 0.052545, , 
75.35, 0.052535, , 
75.39, 0.052569, , 
75.43, 0.052505, , 
75.46, 0.052519, , 
75.50, 0.052575, , 
75.54, 0.052563, , 
75.57, 0.052547, , 
75.61, 0.052507, , 
75.65, 0.052549, , 
75.68, 0.052511, , 
75.72, 0.052543, , 
75.76, 0.052521, , 
75.79, 0.052505, , 
75.83, 0.052371, , 
75.87, 0.052119, , 
75.90, 0.052083, , 
75.94, 0.052030, , 
75.98, 0.052004, , 
76.01, 0.052051, , 
76.05, 0.052051, , 
76.09, 0.052049, , 
76.12, 0.052024, , 
76.16, 0.052097, , 
76.20, 0.052232, , 
76.23, 0.052359, , 
76.27, 0.052492, , 
76.31, 0.052492, , 
76.34, 0.052513, , 
76.38, 0.052480, , 
76.42, 0.052462, , 
76.45, 0.052488, , 
76.49, 0.052432, , 
76.53, 0.052490, , 
76.56, 0.052482, , 
76.60, 0.052523, , 
76.64, 0.052474, , 
76.67, 0.052438, , 
76.71, 0.052537, , 
76.75, 0.052480, , 
76.78, 0.052412, , 
76.82, 0.052244, , 
76.86, 0.052109, , 
76.89, 0.052075, , 
76.93, 0.051980, , 
76.97, 0.052008, , 
76.97, 0.052008, , 
77.09, 0.052044, , 
