Gradient Profiler Text Data File: hct116_polysome_arg.csv
Version: 1.88
Date: 2017-02-13
Time: 17:08:30

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
70.99, 0.053287, , 
71.03, 0.052957, , 
71.06, 0.052733, , 
71.10, 0.052379, , 
71.14, 0.052047, , 
71.17, 0.051760, , 
71.21, 0.051419, , 
71.25, 0.051157, , 
71.28, 0.050947, , 
71.32, 0.050781, , 
71.36, 0.050489, , 
71.39, 0.050222, , 
71.43, 0.050067, , 
71.47, 0.049869, , 
71.50, 0.049698, , 
71.54, 0.049571, , 
71.58, 0.049391, , 
71.61, 0.049165, , 
71.65, 0.049048, , 
71.69, 0.048973, , 
71.72, 0.048753, , 
71.76, 0.048610, , 
71.80, 0.048481, , 
71.83, 0.048311, , 
71.87, 0.048138, , 
71.91, 0.048059, , 
71.94, 0.048087, , 
71.98, 0.047983, , 
72.02, 0.047797, , 
72.05, 0.047660, , 
72.09, 0.047557, , 
72.13, 0.047603, , 
72.16, 0.047527, , 
72.20, 0.047442, , 
72.24, 0.047414, , 
72.27, 0.047179, , 
72.31, 0.047004, , 
72.35, 0.046953, , 
72.38, 0.046970, , 
72.42, 0.046744, , 
72.46, 0.046602, , 
72.49, 0.046590, , 
72.53, 0.046501, , 
72.57, 0.046512, , 
72.60, 0.046477, , 
72.64, 0.046524, , 
72.68, 0.046479, , 
72.71, 0.046473, , 
72.75, 0.046427, , 
72.79, 0.046122, , 
72.82, 0.046060, , 
72.86, 0.045973, , 
72.90, 0.046001, , 
72.93, 0.045997, , 
72.97, 0.045987, , 
73.01, 0.045983, , 
73.04, 0.045755, , 
73.08, 0.045626, , 
73.12, 0.045535, , 
73.15, 0.045482, , 
73.19, 0.045501, , 
73.23, 0.045478, , 
73.27, 0.045480, , 
73.30, 0.045482, , 
73.34, 0.045517, , 
73.37, 0.045470, , 
73.41, 0.045466, , 
73.45, 0.045517, , 
73.48, 0.045464, , 
73.52, 0.045452, , 
73.56, 0.045464, , 
73.59, 0.045418, , 
73.63, 0.045248, , 
73.67, 0.045006, , 
73.70, 0.045010, , 
73.74, 0.044992, , 
73.78, 0.045022, , 
73.81, 0.045004, , 
73.85, 0.044956, , 
73.89, 0.045024, , 
73.92, 0.044964, , 
73.96, 0.044992, , 
74.00, 0.044958, , 
74.03, 0.044952, , 
74.07, 0.045000, , 
74.11, 0.044986, , 
74.14, 0.045036, , 
74.18, 0.044877, , 
74.22, 0.044659, , 
74.25, 0.044542, , 
74.29, 0.044524, , 
74.33, 0.044474, , 
74.36, 0.044435, , 
74.40, 0.044484, , 
74.44, 0.044457, , 
74.47, 0.044473, , 
74.51, 0.044484, , 
74.55, 0.044455, , 
74.58, 0.044486, , 
74.62, 0.044443, , 
74.66, 0.044457, , 
74.69, 0.044471, , 
74.73, 0.044459, , 
74.77, 0.044520, , 
74.80, 0.044449, , 
74.84, 0.044471, , 
74.88, 0.044482, , 
74.91, 0.044469, , 
74.95, 0.044490, , 
74.99, 0.044413, , 
75.02, 0.044524, , 
75.06, 0.044538, , 
75.10, 0.044500, , 
75.13, 0.044473, , 
75.17, 0.044431, , 
75.21, 0.044459, , 
75.24, 0.044411, , 
75.28, 0.044469, , 
75.32, 0.044455, , 
75.35, 0.044459, , 
75.39, 0.044510, , 
75.43, 0.044467, , 
75.46, 0.044476, , 
75.50, 0.044465, , 
75.54, 0.044496, , 
75.57, 0.044473, , 
75.61, 0.044469, , 
75.65, 0.044504, , 
75.68, 0.044461, , 
75.72, 0.044482, , 
75.76, 0.044469, , 
75.79, 0.044486, , 
75.83, 0.044498, , 
75.87, 0.044455, , 
75.90, 0.044463, , 
75.94, 0.044451, , 
75.98, 0.044534, , 
76.01, 0.044476, , 
76.05, 0.044221, , 
76.09, 0.044132, , 
76.12, 0.044112, , 
76.16, 0.044042, , 
76.20, 0.043973, , 
76.23, 0.043969, , 
76.27, 0.044005, , 
76.31, 0.043973, , 
76.34, 0.044058, , 
76.38, 0.043991, , 
76.42, 0.043989, , 
76.45, 0.044026, , 
76.49, 0.043979, , 
76.53, 0.044009, , 
76.56, 0.043939, , 
76.60, 0.043973, , 
76.64, 0.043943, , 
76.67, 0.043949, , 
76.71, 0.043983, , 
76.75, 0.043933, , 
76.78, 0.044007, , 
76.82, 0.043979, , 
76.86, 0.043973, , 
76.86, 0.043973, , 
77.00, 0.043993, , 
